Epoch,Training Loss,Validation Loss
0,0.1527655562147116,0.06906968766245349
1,0.03275209527988082,0.004872987821601845
2,0.006702854823914126,0.006603657101393388
3,0.005975167485925122,0.006349796895941334
4,0.005693884373395744,0.005452655488625169
5,0.0054539590909814415,0.004820603179817634
6,0.005246014147449651,0.004187401314868174
7,0.005077320886835552,0.003807517607567896
8,0.004956678460495403,0.0037331471258798487
9,0.00481124818969307,0.003412894133612883
10,0.004793143541398896,0.0033809554478121473
11,0.004689523446374636,0.0033021772808218696
12,0.004637289838069397,0.003327059878662614
13,0.00461334823026286,0.003290140261454106
14,0.004583422905510753,0.0033060056794683673
15,0.00457722135478955,0.0033203719358425587
16,0.004555645472052682,0.0032960018343773895
17,0.004552545380414439,0.0033307218819290624
18,0.004534689727702982,0.003433622147111174
19,0.0045393203861780595,0.003546534620721198
20,0.004561953460145941,0.0035679384881373622
21,0.004539445720704543,0.0035740338019516864
22,0.0045196122415120015,0.0037649663908864723
23,0.004509195208593777,0.0038423210985613345
24,0.00453921734425289,0.003630591070195178
25,0.004661841266395516,0.003802615202810808
26,0.004549002860429991,0.0040155266580204
27,0.00451275750867322,0.0037520753755635613
28,0.004513799208768596,0.0036421752628139703
29,0.004493352880579038,0.0038062462624331036
30,0.004560854164565094,0.003443161274531278
31,0.004508557507786184,0.003508190801547808
32,0.004554226658825412,0.003524506600585702
33,0.0045034733339601885,0.0034122417306081906
34,0.004501269214625399,0.003396999812233342
35,0.0045015523629312795,0.003646182726289884
36,0.004502075360630217,0.0035819626018878652
37,0.004533271998904335,0.0036995241835970304
38,0.004483956545797817,0.003609413072589287
39,0.004480261122061608,0.0035656311781073376
40,0.00447031516660379,0.003530978798215952
41,0.0045643472386341,0.0036453188578638345
42,0.004492738434416043,0.0037108195560747468
43,0.004503798756885748,0.004038203349096122
44,0.004525510847228221,0.0036420811671193623
45,0.004510425913255089,0.003735858179801465
46,0.0045441972420393675,0.0034593814180597887
47,0.0044674155578288,0.003889835281056705
48,0.004665636266462314,0.004355604011677848
49,0.004544257609975628,0.0035010453535380356
50,0.004471254447956657,0.003646006514137643
51,0.004459646569751999,0.004148775771870439
52,0.004490745818525012,0.0035414810090201327
53,0.004477156489852688,0.0036440583152680434
54,0.004506030204779524,0.003761377038809487
55,0.004480500870150948,0.004075302571812966
56,0.004462900004684468,0.0034687395357117378
57,0.00446387441504476,0.003512330929315167
58,0.004465897840574089,0.0034794300896966637
59,0.004469445126372962,0.0036317055757912197
60,0.00447730414229087,0.0034378819568544336
61,0.004445631396071189,0.0038170227991690025
62,0.004447826849864836,0.0038258209626354954
63,0.004448880605724477,0.003537652368761663
64,0.004445596711083741,0.003391035625727141
65,0.004430939058716505,0.004391629558963829
66,0.004479539754022406,0.0035491529445701823
67,0.004468475237242981,0.0035412837078810894
68,0.004438719461208337,0.0035581082629505545
69,0.004478317267524126,0.0037967916984504475
70,0.0044192238098893985,0.004064571316121146
71,0.004488091332649884,0.0038403529402346284
72,0.004451364668710038,0.0038698807700962663
73,0.004459033079413522,0.003979178990542503
74,0.004450793641979575,0.003817836680260872
75,0.0044388347197150905,0.0038572009893712298
76,0.0045286453337484225,0.0038371286701194235
77,0.004587782948361471,0.0036504179643715956
78,0.004432895780753933,0.003852678330390361
79,0.004443406064956823,0.003427160205319524
