window_size,lstm_dim,num_layers,dense_dim,dropout,lr,batch_size,num_epochs,optimizer_type,train_mse,test_mse,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_mape,test_mape,train_directional_acc,test_directional_acc,training_time,evaluation_time,patience,activation_function
1,50,1,50,0.0,0.0001,8,50,Adam,185516.01498639424,130334.08368875571,265.6062595212913,238.2479898807921,430.71570088214133,361.0181209977634,0.9752793746854554,0.98131022521087,3.4200616391894605,2.0962445549854225,0.5005382131324004,0.4675324675324675,9.89110517501831,0.002499818801879883,24,Tanh
1,50,1,50,0.0,0.0001,8,65,Adam,176222.7250965575,122707.65168274724,250.80414919073016,224.0741580515895,419.78890539955614,350.2965196554874,0.9765177364372586,0.982403847789115,3.1193409664777634,1.9876173779452029,0.4897739504843918,0.43722943722943725,12.999964952468872,0.0024971961975097656,24,Tanh
1,50,1,50,0.0,0.0001,8,80,Adam,175778.57152705727,130202.52799757922,248.99071139671136,237.84752635035028,419.2595515036685,360.8358740446676,0.9765769213759526,0.981329090162928,3.0401047003183446,2.0938579719693142,0.48439181916038754,0.46320346320346323,15.78680157661438,0.003000020980834961,24,Tanh
1,50,1,65,0.0,0.0001,8,50,Adam,179487.6638072311,124803.35596644237,256.81379117031685,231.70014193830826,423.6598444592443,353.2751844758451,0.976082672507347,0.9821033259303785,3.26630802750708,2.0485731495046045,0.5005382131324004,0.4458874458874459,10.147627592086792,0.001996755599975586,24,Tanh
1,50,1,65,0.0,0.0001,8,65,Adam,183350.24423121195,123380.61937855509,269.0433968280789,227.3830431707974,428.194166507686,351.2557748686206,0.9755679708336639,0.9823073449072975,3.523797310438907,2.0269755778710508,0.4930032292787944,0.42424242424242425,12.837026596069336,0.0019998550415039062,24,Tanh
1,50,1,65,0.0,0.0001,8,80,Adam,177238.9612073687,201997.90304057588,252.2935132910326,320.8702276400864,420.997578624116,449.44176824208927,0.9763823195993736,0.9710337065420241,3.0533286456157027,2.7589088391735026,0.48116254036598494,0.4458874458874459,15.998666524887085,0.002504110336303711,24,Tanh
1,50,1,80,0.0,0.0001,8,50,Adam,182345.63896345597,139538.79380435473,255.07755960949697,258.6663706391434,427.01948311927873,373.54891755211224,0.975701837823072,0.979990279159992,3.0875979452205082,2.3112580822290605,0.5005382131324004,0.4458874458874459,9.876807451248169,0.0020170211791992188,24,Tanh
1,50,1,80,0.0,0.0001,8,65,Adam,177628.89866430845,120365.67490981318,254.96565517611322,227.27774927599685,421.4604354673265,346.93756629949024,0.976330359137794,0.9827396848718543,3.2259171663166377,2.014754516413907,0.4951560818083961,0.45454545454545453,12.79171895980835,0.0019989013671875,24,Tanh
1,50,1,80,0.0,0.0001,8,80,Adam,174061.55363003642,138730.00331243768,249.83661036974559,243.76116707637405,417.2068475349325,372.46476788071874,0.9768057197149733,0.9801062588923667,3.095985568828507,2.1228841968850167,0.47793326157158234,0.45454545454545453,15.689648866653442,0.0020020008087158203,24,Tanh
1,65,1,50,0.0,0.0001,8,50,Adam,185923.43699081303,132884.71014451323,256.69187623626107,232.64131844356146,431.1884008073652,364.5335514661349,0.9752250843498373,0.9809444679762302,3.1330760309013774,2.0496435513856754,0.5069967707212056,0.4329004329004329,9.891809463500977,0.0025169849395751953,24,Tanh
1,65,1,50,0.0,0.0001,8,65,Adam,178330.9009135843,127029.09907944626,259.2642194822288,231.55619014345376,422.2924353023439,356.41141827871655,0.9762368150059001,0.98178415663603,3.3066794146296994,2.0384179395957984,0.48546824542518835,0.4458874458874459,13.084133863449097,0.002002239227294922,24,Tanh
1,65,1,50,0.0,0.0001,8,80,Adam,175766.24306470278,149195.2601906323,250.69725869173817,265.29634243669193,419.24484858457447,386.25802281717375,0.9765785641845187,0.9786055517202432,3.039370818867418,2.34102835527785,0.48546824542518835,0.44155844155844154,15.861684560775757,0.0019991397857666016,24,Tanh
1,65,1,65,0.0,0.0001,8,50,Adam,193196.29477494315,136833.03056410464,282.70430407564277,246.46679645406786,439.54100465706625,369.90948969187673,0.9742559518883588,0.9803782828514419,3.7093904934190047,2.1838529938219264,0.4951560818083961,0.43722943722943725,9.914198398590088,0.002516031265258789,24,Tanh
1,65,1,65,0.0,0.0001,8,65,Adam,180507.41821016298,158035.81413975448,255.55919456413406,275.56003392712836,424.86164596273335,397.53718585781945,0.9759467868453486,0.977337825292559,3.0897823387327583,2.4190899224608873,0.4897739504843918,0.4458874458874459,12.90970778465271,0.0019996166229248047,24,Tanh
1,65,1,65,0.0,0.0001,8,80,Adam,175949.26094408828,227945.2013505986,251.65407081371401,341.04652579471997,419.4630626695136,477.4360704330985,0.9765541764440723,0.9673128904049438,3.0506626480653787,2.899959138825208,0.48869752421959095,0.44155844155844154,16.435123682022095,0.002503633499145508,24,Tanh
1,65,1,80,0.0,0.0001,8,50,Adam,189299.89088939514,130094.14910674597,275.7957160695104,236.4488636516702,435.0860729664823,360.685665236014,0.9747751606506634,0.9813446315854343,3.6180947647527146,2.09914663922681,0.49623250807319697,0.4458874458874459,10.344275951385498,0.0029993057250976562,24,Tanh
1,65,1,80,0.0,0.0001,8,65,Adam,176455.37164402546,133463.21092052665,247.5575605755588,243.54600038725764,420.0659134517171,365.32617059352134,0.9764867355119148,0.9808615115544485,2.9948748707768793,2.153179165969598,0.48331539289558667,0.45454545454545453,13.318101406097412,0.0019998550415039062,24,Tanh
1,65,1,80,0.0,0.0001,8,80,Adam,181706.78738217193,120816.87121965458,269.8943981511636,225.51671209927264,426.27079114357804,347.58721383223315,0.9757869669186581,0.9826749837807969,3.529319138764305,2.012169345528989,0.48869752421959095,0.43722943722943725,16.20857048034668,0.001997709274291992,24,Tanh
1,80,1,50,0.0,0.0001,8,50,Adam,175317.72760298543,129340.77083733576,250.04006656094182,235.63801370554964,418.70959817394373,359.6397792755075,0.9766383303598417,0.981452665261567,3.106775191277342,2.077716781802405,0.4897739504843918,0.44155844155844154,10.12491774559021,0.004517078399658203,24,Tanh
1,80,1,50,0.0,0.0001,8,65,Adam,190509.544208132,120327.2908926228,285.0180645028101,229.4761918271821,436.47399029968784,346.88224355337474,0.9746139703272556,0.9827451891008057,3.764454481603157,2.0538408667004826,0.48546824542518835,0.4458874458874459,13.174440145492554,0.003000020980834961,24,Tanh
1,80,1,50,0.0,0.0001,8,80,Adam,173233.034449204,163469.3513843142,246.15911272189615,274.9760860048493,416.212727399348,404.3134321096867,0.9769161226483092,0.9765586615885222,3.005181431203928,2.377659440453683,0.4757804090419806,0.4458874458874459,16.01879048347473,0.003499746322631836,24,Tanh
1,80,1,65,0.0,0.0001,8,50,Adam,193649.1725483076,146411.44895839208,279.09552935706074,274.6603002929688,440.05587434814186,382.63749026773644,0.9741956044205164,0.9790047474142128,3.449762914009914,2.4779201159826405,0.4930032292787944,0.45021645021645024,10.195247173309326,0.003000020980834961,24,Tanh
1,80,1,65,0.0,0.0001,8,65,Adam,173310.10078061698,146624.21717590996,245.3715161367147,256.1151843682652,416.30529756492047,382.91541778297454,0.9769058533036201,0.9789742366686338,2.9838310484013983,2.2386986896702,0.48869752421959095,0.4458874458874459,12.929465055465698,0.003000974655151367,24,Tanh
1,80,1,65,0.0,0.0001,8,80,Adam,172505.95193001174,146890.13768521632,244.54932753414408,254.06291461813052,415.3383583658169,383.2624918841085,0.9770130088094906,0.9789361039385752,2.9666397225522063,2.210980426668221,0.4790096878363832,0.4588744588744589,16.06400489807129,0.003510713577270508,24,Tanh
1,80,1,80,0.0,0.0001,8,50,Adam,177504.0869789284,124526.8947842724,251.54299383328726,230.31468303811974,421.31233898252776,352.8836844971334,0.9763469907095178,0.9821429701821848,3.1443842041329253,2.038967753714035,0.4983853606027987,0.44155844155844154,9.95151424407959,0.004506111145019531,24,Tanh
1,80,1,80,0.0,0.0001,8,65,Adam,175254.85343039007,134807.43048518169,247.63855238503456,243.59683004445054,418.6345105583032,367.1613139822627,0.9766467085522194,0.9806687518386511,2.9971262410345925,2.1464166610724913,0.48439181916038754,0.44155844155844154,13.13842511177063,0.0029997825622558594,24,Tanh
1,80,1,80,0.0,0.0001,8,80,Adam,173159.35959471553,173695.38363305203,246.16105342460114,286.18857127222543,416.1242117381726,416.7677814239628,0.9769259400674308,0.9750922589844904,2.98174813718848,2.465011770520543,0.4876210979547901,0.45454545454545453,15.94595742225647,0.003000020980834961,24,Tanh
