Epoch,Training Loss,Validation Loss
0,0.2148448812146472,0.1235328712340059
1,0.07108957812381096,0.01309066903295702
2,0.012385582053858755,0.008963632700936709
3,0.007302005027030778,0.009232014604314262
4,0.00677436631387816,0.007850749849679014
5,0.006316647300711618,0.007132156472051002
6,0.005920401788276867,0.005761416608885187
7,0.005683104630756693,0.004953838889848377
8,0.005362062706349867,0.004521214600917402
9,0.005125868881696389,0.0038088636828088685
10,0.004991963186846552,0.003476323160957063
11,0.004823027431127082,0.0034264408454403347
12,0.004711220108826335,0.0031576745236164025
13,0.004624331479446374,0.0031894396248891756
14,0.0045956362555754715,0.0031223384285112843
15,0.004518309565130164,0.0031346150750197984
16,0.0045055964833292635,0.003191296946546384
17,0.004599688309379137,0.0033236493212010325
18,0.004515774978578994,0.003292322048670532
19,0.004460759897856639,0.0032736541932159714
20,0.0044806530890920656,0.003343524507664401
21,0.004460434270395826,0.003858118727983875
22,0.004441377418274935,0.003622882594033305
23,0.004456962068002018,0.0034892862411276117
24,0.0044741313843579935,0.00389608897816727
25,0.004436702238028654,0.003912867098326137
26,0.0044276413898173776,0.0034663108782642038
27,0.0044527854556496394,0.003319609162080551
28,0.004458309423552058,0.0035709291149597167
29,0.004446852443888773,0.0036400200953157135
30,0.00457023045824966,0.003734048149861588
31,0.004596564291096312,0.0036125491279907973
32,0.0044678345759912655,0.004152563883288731
33,0.004526884475017452,0.003870789048709537
34,0.004449894806120394,0.003828264234471135
35,0.004458715324538847,0.003957997041840733
36,0.004463112315324207,0.0035039876401524767
37,0.0044477468156992085,0.0037883053185490505
38,0.004505235789359635,0.0035351786816669307
39,0.0044644812901074495,0.0035034516090647607
40,0.004451563262801546,0.0034985009346012795
41,0.004469113881499745,0.003754245070138432
42,0.004540710587603733,0.003714823793290697
43,0.004478077317383154,0.003529987233221242
44,0.004457959891336723,0.0036355910335009083
45,0.004459987895993086,0.004224115860214907
46,0.004470734571954474,0.0034490519886683866
47,0.004491818617804485,0.0038530372726983905
48,0.004475866269039659,0.003433381554024326
49,0.004491675703818154,0.0038841217176703705
