Epoch,Training Loss,Validation Loss
0,0.14652845276217175,0.0756261184297759
1,0.041927827219677784,0.008166195712341317
2,0.008734626894514276,0.0060668726815994636
3,0.00610903897183414,0.006310055211009779
4,0.005829849919457482,0.005770247890252684
5,0.0056180316177754,0.004883151125576315
6,0.005441598911594568,0.004298125381645714
7,0.005105809365801163,0.0037199565829661
8,0.004928409981115474,0.0035020875765095017
9,0.0050837798605018305,0.0032589381105559557
10,0.004725127502565439,0.0031906727923216812
11,0.004901864928463036,0.0031604239531965316
12,0.004573945171233569,0.0031584738987068452
13,0.004519106596723223,0.0032288854114273726
14,0.004504611740860407,0.003376320868545886
15,0.004498201373140686,0.0032433032515812024
16,0.004485864993473356,0.0034540743042176976
17,0.0044929001417033905,0.0033873992767345547
18,0.004461224448223376,0.0035315568143389478
19,0.00445407619784411,0.0035215272610316633
20,0.004443649192759568,0.0038750031426075266
21,0.004482307116118953,0.003632384742276968
22,0.00445271320377365,0.004025607704032405
23,0.004467123732344908,0.0037795710859113724
24,0.00445040906931206,0.0039141528501079
25,0.004571263119304736,0.003879704064807999
26,0.004474293810161702,0.0035459995440384052
27,0.00450510768350174,0.0034135884955597655
28,0.0044633500353258694,0.0038717800208391494
29,0.004563661314613976,0.003592723190226464
30,0.004457109222565698,0.0034395630018793626
31,0.004452632964139955,0.0034034003976306975
32,0.004483085311750253,0.003543243346312324
33,0.004483279579818551,0.003730446764354289
34,0.0044908781091468186,0.0037247913883063652
35,0.004496534275011415,0.0038179730944303348
36,0.004447063651909996,0.003680901064493308
37,0.004509829675766806,0.0037235833949345195
38,0.004494088062381349,0.004049790149518481
39,0.004492509567117096,0.0036146171137104452
40,0.004466843178881826,0.0035941930641299755
41,0.004513001828862386,0.0037165758308376476
42,0.004474814139698576,0.003477090869825494
43,0.004451753227638417,0.003647181840466962
44,0.004442126432403377,0.0037248595575059378
45,0.004472492926263521,0.0035097290503848665
46,0.004455414771188934,0.0037289882542420947
47,0.004456237648040629,0.0036486216217624665
48,0.004466409155821356,0.0038808931723028294
49,0.004450981277732664,0.0037135314562655023
50,0.004466925381531573,0.004107914389821637
51,0.004514828321581675,0.003922140832934207
52,0.004449595609912649,0.0036288666873086437
53,0.004453514298553724,0.00384854547682435
54,0.0044880614052059,0.0037584680580164723
55,0.004473647549345445,0.0038334920177946733
56,0.004449822815557002,0.0039797549475694945
57,0.004452722392872804,0.003698227101643891
58,0.004472516860308436,0.003667463282030879
59,0.004461018008783929,0.003692623587618261
60,0.0044617757709143665,0.004362866580526441
61,0.00447718096331347,0.003839694170014339
62,0.004448659645898952,0.0038451898877171734
63,0.004504698152309602,0.0037220778312044346
64,0.0045150830050976155,0.0038985853850668907
65,0.004479656482521349,0.0038280088471044017
66,0.004448702456576363,0.004148755338472507
67,0.0044710994624725785,0.0040732192007046
68,0.00450789415307142,0.0036695831814572088
69,0.004471025036639956,0.00366772165630366
70,0.004436865217986708,0.003668940740994756
71,0.004448443375272641,0.003810134129739238
72,0.004510482269589009,0.00427721661379047
73,0.004478357099101114,0.0036805038835154846
74,0.004469867864858487,0.0036558157682583413
75,0.004472999989615284,0.003947585374056683
76,0.004466334555241375,0.00339189874096613
77,0.004464359692718016,0.004083091967161103
78,0.004452375948710693,0.004373766886821049
79,0.004482036201247515,0.0037030915048270456
