Epoch,Training Loss,Validation Loss
0,0.18415793725568005,0.08261752436900961
1,0.03715230140070885,0.006017498898817676
2,0.007246269419606234,0.008904689619847542
3,0.006720573123460874,0.007430956399887158
4,0.006097989412557939,0.006857873347049965
5,0.005775422422000422,0.005651484686150697
6,0.005487054131196764,0.005078369245768107
7,0.005262868803513881,0.004441203084344783
8,0.005080288715867532,0.0038249944778287717
9,0.004925571060162356,0.00348910912449857
10,0.004843814109397842,0.0035531192070579736
11,0.004742657198345798,0.0033692295069942765
12,0.004736587808056512,0.003385282185827864
13,0.004867665698745837,0.0033271582543765643
14,0.004636386566861079,0.0033529952042013534
15,0.0047163942014862206,0.0033852304733390437
16,0.004577977944620185,0.003593266509565653
17,0.004629002018875451,0.003431677926685019
18,0.004631246936992089,0.00373135512626473
19,0.004613327720644287,0.0034630570956104404
20,0.004579371600073531,0.0038887647618860775
21,0.004594753032428825,0.0036225526431547315
22,0.004586266632078406,0.0037651045307123647
23,0.004584486438251875,0.003546966275687988
24,0.004555201048974712,0.004112187920515586
25,0.004548541596184214,0.0036001969354652703
26,0.004567745935292984,0.003530585132278341
27,0.004558746961358851,0.0038119985778205866
28,0.0045739202588522,0.003972693594826931
29,0.004534780166394716,0.0035847365381477146
30,0.004551830163606618,0.003783879421274017
31,0.004508939370610348,0.0034825407592820583
32,0.004529931570072937,0.0037074836622321464
33,0.004534268159713819,0.003730579670759496
34,0.004528370162006468,0.00381734651304653
35,0.0045577847476179,0.00353168373764894
36,0.004525848976152344,0.003749995396055024
37,0.004534841569351494,0.003862089981778589
38,0.004485178693311098,0.0035332568541293612
39,0.004530593690673351,0.003548609808635304
40,0.00449279726196367,0.0034119776825938405
41,0.004562166868211526,0.0034486992158706234
42,0.004473868875891671,0.0033686835951561205
43,0.004513204217645634,0.0036590755299929978
44,0.00455474040349627,0.00422116647502568
45,0.004526487037321949,0.0038098055816151136
46,0.004486258570542638,0.003405024386101386
47,0.00448810046851639,0.0035329038567804925
48,0.004527669043268244,0.0038338259759696266
49,0.004491669445810541,0.003393812763659235
50,0.004549223105656978,0.003339659342349603
51,0.004461724928636939,0.004020365183883956
52,0.00457871825962614,0.0037589071896569483
53,0.0044825722089805444,0.003460551821827439
54,0.004465081010167547,0.003442280546958751
55,0.004467358999501548,0.003592363427491489
56,0.00449250063746491,0.003795377536303492
57,0.004468298794524585,0.0036613934912722848
58,0.0044766221568336645,0.0037377398530852274
59,0.004454338682305991,0.003416094983675003
60,0.004940911043066189,0.0037160527783020496
61,0.004515427094336965,0.0035839047358704507
62,0.004464797889037679,0.003590711611242772
63,0.004509785372771832,0.0037784073597165466
64,0.004457981040368939,0.003928034613009317
65,0.004475486245524719,0.0036116774893438057
66,0.0044865890123242606,0.0036160384815643893
67,0.004463974989922796,0.003801490891231063
68,0.004443602125771328,0.00368485704605299
69,0.004460283255345848,0.0033738531366970135
70,0.00446387013553793,0.003891650687678364
71,0.004575058774580845,0.003533152956716267
72,0.00442539542481598,0.004214454135167059
73,0.004475975404361673,0.0037292605707550355
74,0.004611368366948958,0.0037832383125627027
75,0.00445394445313678,0.0040297194821599484
76,0.004594162864954824,0.003545256545827403
77,0.004457242834395689,0.004125594532273806
78,0.004464294675102808,0.004095038252577571
79,0.004486167735000276,0.0037039717092833095
